r,z,u_r,u_z,u_swirl,p,T
0,0,0,0,-0.000120191035,0,1700.13611
0,0.000357650242,1.0771328e-07,-4.86448637e-07,-0.000119265601,-0.0127228695,1700.32138
0,0.000741017226,2.04797227e-07,-4.94772097e-07,-0.000118276971,-0.0381724287,1700.57739
0,0.00115195011,2.88961665e-07,-1.32238379e-06,-0.000117220592,-0.0636262667,1700.82103
0,0.00159243101,3.57966467e-07,-2.30638002e-06,-0.000116091816,-0.0906723037,1701.05799
0,0.00206458457,4.10873001e-07,-3.56397255e-06,-0.00011488588,-0.119016843,1701.29161
0,0.0025706882,4.45551397e-07,-5.05402261e-06,-0.000113597805,-0.14875458,1701.52395
0,0.00311318307,4.59578838e-07,-6.74529157e-06,-0.000112222363,-0.179828139,1701.75632
0,0.00369468589,4.50207332e-07,-8.56664837e-06,-0.000110754067,-0.212299593,1701.98958
0,0.00431800152,4.14412699e-07,-1.04207499e-05,-0.000109187156,-0.246196047,1702.22429
0,0.00498613648,3.48866495e-07,-1.21762702e-05,-0.000107515594,-0.281581552,1702.4608
0,0.0057023135,2.50200767e-07,-1.36348357e-05,-0.00010573307,-0.31842712,1702.69928
0,0.00646998704,1.13076877e-07,-1.46106218e-05,-0.000103832993,-0.357060224,1702.93977
0,0.00729285993,-6.31800272e-08,-1.47577911e-05,-0.000101808494,-0.396908985,1703.1822
0,0.00817490128,-2.84490044e-07,-1.3581846e-05,-9.96524348e-05,-0.438405604,1703.42636
0,0.00912036556,-5.5752536e-07,-1.07100141e-05,-9.73574066e-05,-0.481923202,1703.67195
0,0.0101338132,-8.83316642e-07,-5.50596404e-06,-9.49157431e-05,-0.526837106,1703.91854
0,0.0112201325,-1.2676173e-06,2.86734593e-06,-9.23195331e-05,-0.573619749,1704.16561
0,0.0123845633,-1.71397345e-06,1.53311346e-05,-8.95606369e-05,-0.622140461,1704.41251
0,0.0136327222,-2.22660227e-06,3.30638047e-05,-8.66307086e-05,-0.672559774,1704.65849
0,0.0149706296,-2.80860866e-06,5.74584493e-05,-8.35212224e-05,-0.724916857,1704.90271
0,0.0164047389,-3.46274045e-06,9.01992763e-05,-8.02235047e-05,-0.77934153,1705.14421
0,0.0179419674,-4.19059042e-06,0.000133276692,-7.67287779e-05,-0.835966386,1705.38195
0,0.0195897299,-4.99240057e-06,0.000189041969,-7.30282159e-05,-0.894969198,1705.61484
0,0.0213559743,-5.86678612e-06,0.000260228495,-6.91130179e-05,-0.956597928,1705.84171
0,0.0232492201,-6.8098491e-06,0.000350005531,-6.49745062e-05,-1.02112476,1706.0614
0,0.0252785992,-7.81537046e-06,0.00046196737,-6.06042581e-05,-1.08898656,1706.27274
0,0.0274539002,-8.87277962e-06,0.000600195328,-5.59942839e-05,-1.16058699,1706.47461
0,0.0297856156,-9.96861546e-06,0.000769146681,-5.11372692e-05,-1.23668407,1706.66596
0,0.0322849924,-1.10820506e-05,0.000973747192,-4.60268997e-05,-1.31782877,1706.84588
0,0.0349640862,-1.21895142e-05,0.00121903326,-4.06582999e-05,-1.40532553,1707.01359
0,0.0378358195,-1.32550617e-05,0.00151034587,-3.50286069e-05,-1.49981897,1707.16847
0,0.040914044,-1.42423308e-05,0.00185241348,-2.91377307e-05,-1.60354363,1707.31011
0,0.0442136074,-1.5094003e-05,0.00224985594,-2.29892928e-05,-1.71699844,1707.43829
0,0.0477504251,-1.57603314e-05,0.00270504402,-1.65918153e-05,-1.84401049,1707.55296
0,0.0515415566,-1.61551331e-05,0.00321950244,-9.96008253e-06,-1.9842278,1707.65426
0,0.0556052884,-1.62222376e-05,0.00378911359,-3.11666472e-06,-2.14426939,1707.74249
0,0.0599612217,-1.58369977e-05,0.00440808455,3.906579e-06,-2.32106233,1707.81809
0,0.0646303672,-1.49655822e-05,0.00505821088,1.10674355e-05,-2.52633938,1707.88161
0,0.0696352464,-1.34233629e-05,0.00572036908,1.83128284e-05,-2.748826,1707.93375
0,0.075,-1.12824533e-05,0.00635132129,2.55868974e-05,-3.01209107,1707.97538
0,0.0803647536,-8.46722966e-06,0.0068833804,3.23613326e-05,-3.26341015,1708.00552
