r,z,u_r,u_z,u_swirl,p,T
0,0,0,0,-0.00013521495,0,1700.13741
0,0.000357650242,2.27265823e-07,-7.13293119e-07,-0.000134169224,-0.013614372,1700.32559
0,0.000741017226,4.50619198e-07,-1.26818618e-06,-0.000133052109,-0.0402445731,1700.58612
0,0.00115195011,6.67249334e-07,-2.96079006e-06,-0.00013185849,-0.0670413838,1700.83462
0,0.00159243101,8.75093219e-07,-5.27442968e-06,-0.000130583147,-0.0961283127,1701.07679
0,0.00206458457,1.07394698e-06,-8.46434717e-06,-0.000129220748,-0.126350295,1701.31603
0,0.0025706882,1.26122323e-06,-1.25382969e-05,-0.000127765731,-0.158080923,1701.55441
0,0.00311318307,1.43450856e-06,-1.75901191e-05,-0.000126212275,-0.191208773,1701.79329
0,0.00369468589,1.59084026e-06,-2.36705312e-05,-0.000124554285,-0.225817734,1702.03358
0,0.00431800152,1.72691342e-06,-3.08281344e-05,-0.000122785389,-0.261929981,1702.27586
0,0.00498613648,1.83899969e-06,-3.90871713e-05,-0.000120898942,-0.299587074,1702.52054
0,0.0057023135,1.92298511e-06,-4.84436313e-05,-0.000118888026,-0.338815199,1702.76782
0,0.00646998704,1.97429628e-06,-5.88570268e-05,-0.000116745464,-0.379652932,1703.0178
0,0.00729285993,1.98811627e-06,-7.02278922e-05,-0.000114463826,-0.422098348,1703.27042
0,0.00817490128,1.95883585e-06,-8.24101143e-05,-0.000112035449,-0.466240236,1703.52553
0,0.00912036556,1.88159436e-06,-9.51257899e-05,-0.000109452452,-0.511940606,1703.78283
0,0.0101338132,1.74861187e-06,-0.000108097562,-0.000106706761,-0.559574927,1704.0419
0,0.0112201325,1.55782723e-06,-0.000120684943,-0.000103790136,-0.608391986,1704.3022
0,0.0123845633,1.29462361e-06,-0.000132540343,-0.000100694213,-0.659953697,1704.56305
0,0.0136327222,9.67599404e-07,-0.000142262531,-9.74105295e-05,-0.711374484,1704.82361
0,0.0149706296,5.44119623e-07,-0.000149534601,-9.39305909e-05,-0.767989872,1705.08292
0,0.0164047389,5.25694217e-08,-0.00015326292,-9.02458818e-05,-0.823313286,1705.33986
0,0.0179419674,-5.31820862e-07,-0.00014960665,-8.63479654e-05,-0.880113987,1705.59318
0,0.0195897299,-1.2272232e-06,-0.000138538777,-8.2228517e-05,-0.942900566,1705.84152
0,0.0213559743,-2.00171085e-06,-0.000117396782,-7.78794025e-05,-1.00410369,1706.0834
0,0.0232492201,-2.8905381e-06,-8.23398674e-05,-7.3292801e-05,-1.07030035,1706.31728
0,0.0252785992,-3.86580069e-06,-3.04711818e-05,-6.84612791e-05,-1.13769154,1706.5416
0,0.0274539002,-4.94187828e-06,4.28669733e-05,-6.33779847e-05,-1.20934434,1706.75484
0,0.0297856156,-6.09615588e-06,0.000142135725,-5.80368199e-05,-1.28412506,1706.95556
0,0.0322849924,-7.32295377e-06,0.000272953939,-5.24327442e-05,-1.36376283,1707.14248
0,0.0349640862,-8.59501061e-06,0.000441149681,-4.65621385e-05,-1.44847877,1707.31453
0,0.0378358195,-9.8869906e-06,0.000653172802,-4.04233411e-05,-1.53981152,1707.47089
0,0.040914044,-1.11572757e-05,0.000915538668,-3.40173483e-05,-1.63881272,1707.61106
0,0.0442136074,-1.23582493e-05,0.0012345645,-2.73487593e-05,-1.74743153,1707.73485
0,0.0477504251,-1.34257421e-05,0.00161577556,-2.04269768e-05,-1.86739749,1707.84236
0,0.0515415566,-1.42868227e-05,0.00206285642,-1.32677091e-05,-2.00145409,1707.93401
0,0.0556052884,-1.48498856e-05,0.00257676567,-5.89471734e-06,-2.15186232,1708.01044
0,0.0599612217,-1.501907e-05,0.00315346071,1.65831396e-06,-2.32239514,1708.07249
0,0.0646303672,-1.4678237e-05,0.00378276297,9.34606002e-06,-2.5151633,1708.12118
0,0.0696352464,-1.37290265e-05,0.00444417398,1.71105754e-05,-2.73438587,1708.15766
0,0.075,-1.20504519e-05,0.00510802438,2.48880776e-05,-2.98112147,1708.18323
0,0.0803647536,-9.78546922e-06,0.00568920097,3.21098823e-05,-3.24254534,1708.19839
0,0.0853696328,-7.16859897e-06,0.00612692335,3.83520567e-05,-3.49013836,1708.2055
0,0.0900387783,-4.46997257e-06,0.00641454335,4.37587445e-05,-3.73557543,1708.20733
0,0.0943947116,-1.68443039e-06,0.0065659772,4.84632871e-05,-3.95524074,1708.20543
0,0.0984584434,9.10960398e-07,0.0065902154,5.25822093e-05,-4.1773859,1708.19954
0,0.102249575,3.32282708e-06,0.00649301077,5.62141316e-05,-4.3781543,1708.18711
0,0.105786393,5.56358278e-06,0.00630946514,5.94408361e-05,-4.5567418,1708.16291
0,0.109085956,7.49131942e-06,0.00605200533,6.23297783e-05,-4.72948758,1708.11772
0,0.112164181,9.16857158e-06,0.00573530994,6.49351173e-05,-4.88173251,1708.03762
0,0.115035914,1.05413839e-05,0.00537839235,6.7299947e-05,-5.02530253,1707.90423
0,0.117715008,1.16555066e-05,0.00499388799,6.94580373e-05,-5.15333166,1707.6961
0,0.120214384,1.24984566e-05,0.00459568928,7.14359598e-05,-5.2729198,1707.39161
0,0.1225461,1.31080359e-05,0.00419340714,7.32545075e-05,-5.38149,1706.97241
0,0.124721401,1.34925421e-05,0.00379623715,7.49301588e-05,-5.48324692,1706.42669
0,0.12675078,1.36838708e-05,0.00341057358,7.64760928e-05,-5.57763111,1705.75131
0,0.128644026,1.36990059e-05,0.00304184398,7.79031127e-05,-5.66708214,1704.95219
0,0.13041027,1.35646918e-05,0.00269363813,7.92202826e-05,-5.7517031,1704.04322
0,0.132058033,1.3299894e-05,0.00236859375,8.0435445e-05,-5.83279066,1703.04404
0,0.133595261,1.2926701e-05,0.00206816051,8.15555699e-05,-5.91049905,1701.9774
0,0.13502937,1.24627352e-05,0.00179305439,8.25870116e-05,-5.98540961,1700.86675
0,0.136367278,1.19257852e-05,0.00154325665,8.35356739e-05,-6.05756544,1699.73425
0,0.137615437,1.13307567e-05,0.00131826487,8.4407118e-05,-6.12715775,1698.59948
0,0.138779867,1.06916012e-05,0.00111715798,8.52066304e-05,-6.19414931,1697.4788
0,0.139866187,1.00201303e-05,0.000938743845,8.59392552e-05,-6.25856292,1696.38513
0,0.140879634,9.32686863e-06,0.000781628015,8.66098131e-05,-6.32034653,1695.32814
0,0.141825099,8.62077245e-06,0.000644302433,8.72229041e-05,-6.37948007,1694.31462
0,0.14270714,7.90952644e-06,0.000525196454,8.77829061e-05,-6.43594154,1693.34891
0,0.143530013,7.19964053e-06,0.000422731502,8.82939736e-05,-6.48971914,1692.43339
0,0.144297686,6.49641281e-06,0.000335349745,8.8760031e-05,-6.54084753,1691.5689
0,0.145013864,5.80446175e-06,0.000261552646,8.91847704e-05,-6.58931556,1690.75516
0,0.145681998,5.12707288e-06,0.00019990085,8.95716523e-05,-6.63525844,1689.99104
0,0.146305314,4.46769322e-06,0.000149062564,8.99239051e-05,-6.6785724,1689.27485
0,0.146886817,3.82755808e-06,0.000107755758,9.02445306e-05,-6.71966088,1688.60452
0,0.147429312,3.21016974e-06,7.48760488e-05,9.05363083e-05,-6.75797006,1687.97779
0,0.147935415,2.61398841e-06,4.92628156e-05,9.0801803e-05,-6.79481386,1687.39225
